registro_id,data_registro,linha_producao,turno,maquina,idade_maquina_anos,temperatura_valor,unidade_temperatura,pressao_valor,unidade_pressao,vibracao_motor_mm_s,velocidade_esteira_m_min,umidade_pct,tamanho_lote,tempo_setup_min,paradas_nao_planejadas,taxa_defeitos_pct,energia_sensor_b_kwh,codigo_campanha,ruido_aleatorio,consumo_energia_kwh,falha_24h
REG-00150,2025-02-07 12:00:00,,N,M03,1,751.17,C,4.92,bar,1.92,39.57,45.54,2219,31.92,1,0.616,483.1,A12,-0.5308499694410018,481.16,0
REG-00151,07/02/2025 18:00,C,N,M01,14,731.19,C,4.519,bar,3.644,44.77,40.98,4861,73.99,1,4.26,563.94,A12,0.6566714581463277,561.34,0
REG-00152,02-08-2025 00:00,L-A,Matutino,M07,10,723.78,C,,bar,2.281,50.38,55.19,2235,59.12,1,3.377,550.99,C99,-1.516389290490369,548.87,0
REG-00153,2025-02-08 06:00:00,L-B,M,M02,6,775.46,C,5.997,bar,1.847,44.12,61.73,1532,49.09,0,1.775,507.25,A12,0.9907718409092912,512.99,0
REG-00154,08/02/2025 12:00,linha_A,NOITE,M04,1,771.78,C,5.438,bar,,44.55,59.86,1638,40.77,0,1.431,528.61,A12,-1.6051797348235601,505.0,0
REG-00155,02-08-2025 18:00,linha_B,Matutino,M02,10,782.48,C,90.468,psi,2.201,45.02,48.85,912,45.02,0,1.449,488.03,A12,-0.24576680857540925,484.35,0
REG-00156,2025-02-09 00:00:00,Linha A,Vespertino,M02,2,778.21,C,80.832,psi,2.118,35.43,58.57,4079,61.39,0,3.319,544.86,A12,-1.5988328731673391,543.58,0
REG-00157,09/02/2025 06:00,L-B,T,M03,10,751.21,C,4.817,bar,2.931,44.07,73.03,822,56.63,1,2.32,513.46,X00,-1.056251661934343,514.75,0
REG-00158,02-09-2025 12:00,L-B,NOITE,M08,12,1393.7,F,5.031,bar,3.096,37.42,57.46,3303,40.41,0,0.831,494.68,A12,1.2976668586049531,490.43,0
REG-00159,2025-02-09 18:00:00,L-C,M,M08,5,778.52,C,5.9,bar,"0,983",39.35,35.4,2478,24.2,1,2.323,480.77,C99,1.0444578738347208,479.15,0
REG-00160,10/02/2025 00:00,Linha A,tarde,M04,4,749.15,C,5.502,bar,2.945,51.73,57.44,1197,46.6,2,3.326,523.78,B07,1.1513222997781045,504.71,0
REG-00161,02-10-2025 06:00,C,Tarde,M05,4,767.0,C,85.751,psi,-1,40.86,79.53,4513,39.13,2,1.919,509.7,A12,-1.4489882835384054,"512,01",0
REG-00162,2025-02-10 12:00:00,linha_A,Vespertino,M08,4,1392.14,F,5.552,bar,2.943,38.67,39.55,3916,22.65,0,1.383,487.15,B07,-1.051056158201663,492.08,0
REG-00163,10/02/2025 18:00,linha_A,M,M02,2,756.43,C,5.008,bar,1.108,47.19,55.36,4243,42.54,0,1.106,508.33,A12,0.33987256883113187,"496,47",0
REG-00164,02-11-2025 00:00,,tarde,M08,4,774.6,C,5.749,bar,1.654,37.74,52.28,4733,36.57,0,1.194,518.02,B07,0.7153174901793481,511.21,0
REG-00165,2025-02-11 06:00:00,,tarde,M01,10,778.11,C,6.138,bar,12.372503638617864,39.99,,4630,53.37,1,3.144,571.18,X00,-0.7995136850986247,564.49,1
REG-00166,11/02/2025 12:00,linha_C,M,M02,5,745.46,C,4.844,bar,"2,313",47.62,57.33,3742,46.3,0,2.134,549.95,C99,-0.5789213825439219,537.42,0
REG-00167,02-11-2025 18:00,linha_C,M,M03,12,734.93,C,4.65,bar,2.564,42.19,68.68,3041,42.1,0,1.404,481.28,X00,-1.1313476460586354,473.09,0
REG-00168,2025-02-12 00:00:00,linha a,manha,M01,13,736.1,C,71.611,psi,2.707,34.97,56.02,3727,58.19,0,2.868,527.48,C99,1.658245290581541,520.06,0
REG-00169,12/02/2025 06:00,linha_C,Vespertino,M07,12,760.82,C,5.403,bar,2.442,44.45,70.33,2684,43.43,0,1.745,475.55,X00,-0.47495579905351665,479.6,0
REG-00170,02-12-2025 12:00,linha_A,Matutino,M07,9,733.17,C,4.774,bar,3.02,40.22,53.59,1561,40.61,0,2.518,446.25,A12,0.031292303612764895,452.8,0
REG-00171,2025-02-12 18:00:00,Linha B,sem_info,M04,5,788.69,C,6.918,bar,2.47,48.93,50.8,2420,34.61,1,1.735,496.88,A12,0.0836446022226273,495.06,1
REG-00172,13/02/2025 00:00,Linha A,Vespertino,M07,14,815.28,C,7.098,bar,4.135,39.27,,2761,65.37,0,3.202,555.14,B07,1.1056204534738094,"555,48",1
REG-00173,02-13-2025 06:00,Linha C,NOITE,M07,4,775.3,C,6.372,bar,1.711,46.73,33.19,994,36.43,0,2.621,486.61,C99,-0.9524665646324091,477.3,0
REG-00174,2025-02-13 12:00:00,Linha A,,M07,7,775.93,C,6.174,bar,2.508,49.99,58.31,4359,229.78289955402167,1,2.179,567.5,X00,1.1682608342261538,573.29,0
REG-00175,13/02/2025 18:00,L-A,Manhã,M07,7,753.46,C,69.477,psi,1.83,38.17,79.65,4619,64.8,3,2.599,569.87,A12,-1.2787207156216913,564.97,0
REG-00176,02-14-2025 00:00,linha b,T,M05,12,1383.98,F,4.847,bar,2.909,41.13,60.5,2563,40.54,1,2.45,537.93,A12,1.1657202577777237,531.34,0
REG-00177,2025-02-14 06:00:00,L-C,NOITE,M01,9,727.2,C,4.224,bar,2.437,43.75,63.24,2883,10.75,1,3.172,482.34,X00,-1.7152995851047468,475.52,0
REG-00178,14/02/2025 12:00,Linha C,Vespertino,M08,12,1434.36,F,5.774,bar,3.269,38.14,50.04,4332,61.93,1,2.108,563.95,C99,-0.10455565186810466,552.47,1
REG-00179,02-14-2025 18:00,L-B,Vespertino,M05,14,771.78,C,84.44,psi,3.778,43.22,52.07,2711,47.7,0,2.13,549.04,B07,1.6254372217028938,543.5,0
REG-00180,2025-02-15 00:00:00,,,M08,6,,C,5.218,bar,2.726,40.99,66.82,3690,31.81,0,3.166,502.39,A12,0.6972561082456549,500.23,0
REG-00181,15/02/2025 06:00,linha_C,M,M08,14,740.02,C,77.448,psi,2.941,40.9,79.1,2963,44.74,2,3.79,544.24,C99,0.4212422886412489,"526,39",1
REG-00182,02-15-2025 12:00,linha b,T,M02,3,,C,5.814,bar,2.339,42.22,72.86,1938,33.62,0,0.71,486.83,X00,-1.0484151416241725,482.16,0
REG-00183,2025-02-15 18:00:00,A,Noite,M04,14,1365.65,F,69.206,psi,3.3,42.32,64.66,4135,67.37,1,2.653,583.72,A12,-0.7348012441683575,563.91,0
REG-00184,16/02/2025 00:00,C,N,M02,3,750.09,C,4.474,bar,1.744,42.74,55.42,1609,40.52,0,2.609,480.57,A12,1.3443958210311588,476.03,0
REG-00185,02-16-2025 06:00,linha b,MANHA,M01,13,756.95,C,5.433,bar,2.871,39.31,57.52,1742,66.0,0,3.255,528.2,X00,0.47233949125698094,520.52,0
REG-00186,2025-02-16 12:00:00,L-A,Noturno,M08,6,749.66,C,,psi,,39.5,45.96,3703,48.13,1,3.404,525.47,X00,0.8902492470005642,518.79,0
REG-00187,16/02/2025 18:00,A,,M08,15,1365.69,F,4.992,bar,4.234,41.47,37.62,3781,49.29,3,2.873,534.84,A12,0.07379381248074093,525.11,0
REG-00188,02-17-2025 00:00,linha_B,Noite,M08,2,790.4,C,7.149,bar,1.898,41.8,41.48,4808,32.72,0,3.282,541.24,C99,-0.2817314840134854,536.55,0
REG-00189,2025-02-17 06:00:00,Linha A,MANHA,M08,7,750.82,C,5.659,bar,2.489,40.03,55.6,3785,50.14,1,2.157,536.83,X00,0.7666616304754316,528.14,0
REG-00190,17/02/2025 12:00,linha c,N,M06,14,1378.01,F,78.442,psi,3.202,43.46,51.5,903,61.65,1,3.248,549.53,A12,0.2593530344559697,529.35,0
REG-00191,02-17-2025 18:00,A,Noite,M05,1,773.75,C,5.576,bar,2.731,33.83,37.37,4368,48.16,0,2.455,560.83,A12,-0.16996000108804354,544.27,0
REG-00192,2025-02-18 00:00:00,A,MANHA,M08,4,752.44,C,5.094,bar,2.607,38.71,54.55,2538,36.66,0,1.1,490.55,A12,-1.4140070565414014,474.98,0
REG-00193,18/02/2025 06:00,linha_C,Manhã,M05,2,737.99,C,4.807,bar,1.436,40.74,51.18,836,39.5,0,2.83,467.45,X00,0.9539082973195758,471.11,0
REG-00194,02-18-2025 12:00,L-A,Noite,M06,5,771.47,C,5.573,bar,2.027,38.15,40.93,3231,48.01,1,2.55,528.06,X00,0.44002631163938394,529.56,0
REG-00195,2025-02-18 18:00:00,Linha A,Matutino,M02,6,767.03,C,5.886,bar,2.184,49.33,50.56,1515,37.59,0,1.557,485.33,A12,-0.6062620491478531,476.44,0
REG-00196,19/02/2025 00:00,B,T,M06,10,783.35,C,6.325,bar,2.866,42.08,51.15,2547,33.38,0,2.123,503.16,A12,1.179252734128051,489.65,0
REG-00197,02-19-2025 06:00,linha_C,noite,M07,4,752.45,C,4.893,bar,1.704,42.8,47.6,2778,30.12,0,0.839,510.08,C99,0.2438124990666245,"506,63",0
REG-00198,2025-02-19 12:00:00,linha_A,TARDE,M06,3,753.93,C,5.737,bar,2.087,39.83,66.12,1111,35.71,0,2.366,445.64,X00,0.2633988390950769,"444,56",0
REG-00199,19/02/2025 18:00,linha_A,,M04,3,752.51,C,77.03,psi,2.543,41.93,32.17,4372,46.55,1,2.222,550.83,X00,0.8838955762448353,531.71,0
REG-00200,02-20-2025 00:00,C,TARDE,M02,15,769.84,C,5.19,bar,2.859,36.53,31.17,2943,68.11,1,1.295,538.32,A12,0.6687066203052989,524.96,0
REG-00201,2025-02-20 06:00:00,Linha C,MANHA,M01,15,,C,5.212,bar,,41.24,55.04,4853,36.73,0,1.947,552.72,B07,0.293674479130845,536.21,0
REG-00202,20/02/2025 12:00,linha b,noite,M06,4,789.2,C,6.474,bar,1.803,37.78,56.15,2752,32.63,0,2.455,480.0,A12,-0.18858505354499697,476.38,0
REG-00203,02-20-2025 18:00,linha_A,Manhã,M06,3,760.06,C,5.842,bar,1.693,40.75,59.85,3298,34.31,1,1.402,496.95,A12,1.9836641542345292,493.71,0
REG-00204,2025-02-21 00:00:00,linha a,MANHA,M07,1,755.83,C,76.244,psi,2.529,30.48,48.53,4211,45.74,1,1.955,539.52,C99,-0.7338008208640142,524.07,0
REG-00205,21/02/2025 06:00,L-A,Matutino,M08,15,1413.56,F,6.016,bar,3.901,36.92,43.98,1690,46.66,4,1.432,564.69,B07,0.74597183899408,558.41,1
REG-00206,02-21-2025 12:00,Linha A,Noturno,M04,11,779.83,C,6.16,bar,3.355,48.59,54.91,4617,43.04,5,3.923,585.42,C99,-0.08385916637232689,581.58,0
REG-00207,2025-02-21 18:00:00,B,M,M07,12,789.4,C,5.922,bar,2.941,45.74,49.7,1575,32.46,3,2.91,468.46,B07,0.45471362746317107,468.74,0
REG-00208,22/02/2025 00:00,linha_A,Noturno,M06,5,761.19,C,73.103,psi,2.021,47.94,,4982,46.8,0,0.864,544.74,C99,1.233423318370273,540.72,0
REG-00209,02-22-2025 06:00,linha b,NOITE,M03,10,805.97,C,7.272,bar,2.147,48.24,51.11,3485,45.06,0,1.212,495.36,C99,-0.31157842696879184,481.14,1
REG-00210,2025-02-22 12:00:00,Linha B,Noturno,M07,1,785.11,C,6.672,bar,1.982,45.03,54.36,2978,28.35,0,2.924,502.57,A12,0.6018363421336642,507.04,0
REG-00211,22/02/2025 18:00,linha b,N,M01,11,792.38,C,95.5,psi,3.151,39.96,84.71,1682,45.09,3,3.482,591.21,A12,0.26555728050977273,577.51,0
REG-00212,02-23-2025 00:00,Linha A,Noturno,M05,9,768.08,C,6.266,bar,3.249,37.33,52.66,3190,59.32,1,2.19,551.19,B07,-0.6413014942783173,548.63,0
REG-00213,2025-02-23 06:00:00,L-C,Noturno,M08,5,1391.8,F,5.733,bar,2.055,47.16,61.67,3122,28.94,2,2.679,543.94,A12,1.258098998719208,537.56,0
REG-00214,23/02/2025 12:00,Linha B,manha,M06,11,759.76,C,5.732,bar,2.866,42.29,62.76,4931,38.1,2,2.68,561.99,A12,0.7111877956738906,554.84,1
REG-00215,02-23-2025 18:00,linha b,N,M08,10,793.62,C,89.775,psi,2.877,53.22,63.78,4306,62.03,1,2.916,616.88,B07,-0.4345499315116685,609.5,0
REG-00216,2025-02-24 00:00:00,A,TARDE,M01,7,819.22,C,7.882,bar,2.811,40.36,58.47,2828,44.31,0,3.35,522.73,B07,1.1035937772380797,517.27,1
REG-00217,24/02/2025 06:00,linha a,tarde,M05,3,,C,83.039,psi,1.228,50.88,57.33,2437,46.64,0,1.339,441.68,B07,-0.8314196500730329,438.65,0
REG-00218,02-24-2025 12:00,L-C,NOITE,M07,1,1386.1,F,5.133,bar,1.961,41.29,56.2,2425,41.02,0,2.24,483.6,A12,-0.02893426288513256,480.96,0
REG-00219,2025-02-24 18:00:00,linha_A,Noite,M06,15,754.97,C,74.189,psi,3.441,48.01,48.09,2389,52.58,0,3.224,565.42,A12,-0.4292238345561155,546.66,0
REG-00220,25/02/2025 00:00,linha_A,Noturno,M08,5,1389.59,F,5.416,bar,1.674,49.64,,857,36.82,1,1.925,486.45,X00,0.7513119890199909,479.06,0
REG-00221,02-25-2025 06:00,L-B,Tarde,M04,5,813.8,C,94.697,psi,1.212,37.4,79.34,951,50.98,0,4.242,483.28,C99,-0.4796833555331328,477.13,0
REG-00222,2025-02-25 12:00:00,linha_B,TARDE,M06,11,773.89,C,6.161,bar,"2,869",39.82,,3955,62.15,1,2.347,576.12,B07,0.758483116961044,572.68,0
REG-00223,25/02/2025 18:00,L-C,Vespertino,M04,4,747.47,C,4.79,bar,2.671,37.35,58.65,1867,52.81,1,2.572,532.99,A12,0.5944601425890348,528.33,0
REG-00224,02-26-2025 00:00,Linha A,TARDE,M07,6,739.43,C,5.012,bar,3.034,36.47,65.27,2527,27.97,0,4.303,470.49,B07,-0.37524914741317256,468.59,0
REG-00225,2025-02-26 06:00:00,linha_C,T,M01,11,1368.25,F,69.449,psi,3.09,45.0,44.57,3732,63.86,4,4.177,668.1,X00,1.8297175914563026,652.19,0
REG-00226,26/02/2025 12:00,A,Manhã,M03,9,724.25,C,4.335,bar,3.553,41.12,51.87,3351,41.5,1,4.664,502.86,X00,-0.7452346497234653,501.37,0
REG-00227,02-26-2025 18:00,Linha B,manha,M-erro,10,784.37,C,5.966,bar,2.781,42.24,66.37,2313,37.94,1,1.858,519.09,X00,-1.4090140860567608,529.12,0
REG-00228,2025-02-27 00:00:00,L-B,,M06,1,831.39,C,7.585,bar,2.059,44.5,72.85,3960,34.17,1,5.478,564.86,A12,0.8560991366686891,"556,06",0
REG-00229,27/02/2025 06:00,linha a,Tarde,M02,7,761.4,C,6.203,bar,2.207,33.64,45.75,1464,53.37,0,1.568,484.73,B07,-2.1494079407874596,479.77,0
REG-00230,02-27-2025 12:00,A,Noturno,M03,8,733.0,C,5.175,bar,2.308,47.79,49.2,2785,51.09,0,2.461,494.76,A12,1.4918168263306393,492.07,0
REG-00231,2025-02-27 18:00:00,L-A,Tarde,M07,10,784.2,C,6.35,bar,,40.43,81.18,1244,43.94,1,0.781,537.14,X00,0.1017538765263665,522.02,0
REG-00232,28/02/2025 00:00,Linha C,M,M03,3,1345.85,F,4.589,bar,"0,963",44.4,,3032,48.65,0,2.956,477.02,A12,-1.426985074805238,"491,52",0
REG-00233,02-28-2025 06:00,B,manha,M02,3,796.39,C,99.889,psi,2.469,,76.88,1199,40.28,0,1.84,512.39,C99,-0.9484645024773715,492.39,0
REG-00234,2025-02-28 12:00:00,Linha C,manha,M01,12,,C,75.901,psi,2.771,48.17,57.48,4754,42.52,1,2.967,517.39,B07,-1.6340886755150135,501.43,0
REG-00235,28/02/2025 18:00,Linha C,N,M02,11,739.63,C,4.598,bar,2.569,41.53,57.95,3568,39.7,1,1.724,528.18,C99,0.38288295270354256,525.33,0
REG-00236,03-01-2025 00:00,linha b,MANHA,M08,13,1417.63,F,5.767,bar,2.659,32.44,51.33,1830,55.52,0,2.993,516.2,X00,-1.326914170992258,512.13,0
REG-00237,2025-03-01 06:00:00,L-C,TARDE,M05,5,769.64,C,5.152,bar,2.058,,66.31,3373,40.01,0,2.049,509.53,B07,0.5020890306959483,498.02,0
REG-00238,01/03/2025 12:00,A,noite,M08,15,758.91,C,84.996,psi,4.244,42.9,71.29,0,36.49,0,4.041,515.16,A12,-0.30482415145357433,"503,36",0
REG-00239,03-01-2025 18:00,Linha A,Noturno,M02,5,754.06,C,6.045,bar,3.092,37.35,42.58,2977,51.17,0,1.416,512.29,C99,-0.47536414021209417,509.72,0
REG-00240,2025-03-02 00:00:00,L-C,M,M03,10,1362.96,F,4.911,bar,2.053,42.66,50.77,1502,41.24,0,3.48,447.05,C99,0.5093459668615934,453.19,0
REG-00241,02/03/2025 06:00,C,manha,M02,3,720.11,C,3.559,bar,1.73,40.38,65.98,2901,57.71,1,1.929,529.85,A12,0.6235113296280919,505.36,0
REG-00242,03-02-2025 12:00,Linha A,MANHA,M04,14,1403.86,F,5.778,bar,2.855,35.96,53.45,1248,34.96,0,1.894,472.66,A12,1.1458028720454552,"458,14",0
REG-00243,2025-03-02 18:00:00,B,M,M05,5,740.84,C,66.844,psi,2.595,45.02,49.08,1443,38.83,0,1.943,521.16,C99,-0.6337783362306186,512.23,0
REG-00244,03/03/2025 00:00,linha b,manha,M07,13,765.01,C,5.418,bar,3.319,39.46,67.11,3252,42.2,0,1.531,539.64,C99,-0.02980946266093038,530.28,0
REG-00245,03-03-2025 06:00,L-C,T,M03,5,,C,87.159,psi,1.864,40.17,,2902,29.29,0,1.302,471.54,A12,-0.6353271325314106,459.68,0
REG-00246,2025-03-03 12:00:00,linha_B,noite,M07,12,786.45,C,6.383,bar,"3,093",39.92,49.6,2033,43.56,0,1.86,560.63,C99,0.16298747554679444,546.51,0
REG-00247,03/03/2025 18:00,linha a,Tarde,M06,7,778.63,C,5.888,bar,2.195,47.56,57.55,1051,64.65,0,1.095,487.17,B07,-0.7782896852701315,496.42,0
REG-00248,03-04-2025 00:00,L-A,T,M03,1,766.83,C,79.445,psi,2.356,41.82,40.5,2578,37.92,0,1.254,493.22,A12,-0.4240967305005177,488.7,0
REG-00249,2025-03-04 06:00:00,Linha B,,M08,3,1461.3,F,6.566,bar,2.136,42.36,44.25,4688,29.1,2,2.838,569.6,C99,-0.41900050977106246,564.77,1
REG-00250,04/03/2025 12:00,B,NOITE,M04,11,797.64,C,6.486,bar,3.231,40.02,56.49,3773,26.26,0,3.764,469.5,C99,0.293360944027211,463.83,0
REG-00251,03-04-2025 18:00,linha_C,T,M02,3,764.03,C,5.233,bar,0.69,44.08,55.38,1043,17.94,1,1.861,444.91,A12,0.002954967234578276,432.26,0
REG-00252,2025-03-05 00:00:00,Linha B,Noite,M08,5,797.7,C,6.514,bar,2.12,48.07,43.4,4739,34.56,0,3.461,506.44,C99,0.5063016057687203,513.07,0
REG-00253,05/03/2025 06:00,linha_A,N,M08,9,776.51,C,6.114,bar,3.607,44.92,46.41,2578,38.2,1,1.453,518.16,A12,-0.10699658214591841,521.14,0
REG-00254,03-05-2025 12:00,Linha A,tarde,M01,4,1400.16,F,5.44,bar,"2,617",45.09,42.22,3218,37.11,0,1.418,507.18,C99,-0.5797526668094674,505.05,0
REG-00255,2025-03-05 18:00:00,B,manha,M08,2,1379.86,F,4.67,bar,0.929,44.73,60.46,802,10.13,1,2.684,424.38,X00,0.19128289725747308,416.89,0
REG-00256,06/03/2025 00:00,Linha C,Manhã,M08,10,750.57,C,5.563,bar,2.659,35.79,31.39,2102,45.9,1,2.432,517.25,X00,-0.9171839433908378,503.05,0
REG-00257,03-06-2025 06:00,Linha A,Tarde,M07,11,777.83,C,73.626,psi,2.389,38.06,42.86,4101,60.53,0,1.346,587.41,B07,0.5691578157793534,565.87,0
REG-00258,2025-03-06 12:00:00,linha a,Noturno,M03,11,782.63,C,,psi,3.7,41.08,32.64,2188,67.67,1,3.395,566.01,B07,-0.28546518796484144,559.9,0
REG-00259,06/03/2025 18:00,B,tarde,M06,15,769.15,C,80.602,psi,3.56,38.73,60.03,1497,30.27,0,1.718,485.05,A12,0.20451940969953508,471.34,0
REG-00260,03-07-2025 00:00,L-A,Noite,M05,2,746.68,C,,bar,1.414,37.21,33.37,1180,27.78,0,1.597,456.38,X00,0.22002400494526173,444.04,0
REG-00261,2025-03-07 06:00:00,linha c,Vespertino,M05,7,764.28,C,5.825,bar,2.425,,55.38,4684,33.15,2,2.106,596.47,B07,1.6015454843855395,583.39,0
REG-00262,07/03/2025 12:00,A,sem_info,M05,4,1388.69,F,82.758,psi,0.847,35.94,74.67,4214,41.55,1,2.019,531.53,X00,0.38158370156277943,523.87,0
REG-00263,03-07-2025 18:00,Linha A,MANHA,M06,14,721.06,C,4.082,bar,,40.85,75.08,984,37.16,1,2.931,456.36,X00,0.07321895306977201,452.76,0
REG-00264,2025-03-08 00:00:00,L-C,Vespertino,M-erro,9,762.75,C,5.788,bar,2.686,41.69,33.33,4685,65.99,0,1.267,519.61,B07,-0.6923708198604551,520.33,0
REG-00265,08/03/2025 06:00,Linha A,N,M06,2,729.66,C,4.658,bar,2.141,38.43,58.58,4247,37.92,0,1.988,466.57,C99,0.8023851549305044,468.59,0
REG-00266,03-08-2025 12:00,linha_A,tarde,M05,11,750.99,C,4.631,bar,2.056,42.36,43.13,2311,46.72,3,2.073,528.78,B07,-0.2702055204125217,518.23,0
REG-00267,2025-03-08 18:00:00,Linha A,MANHA,M01,1,779.33,C,6.745,bar,1.458,40.05,40.68,3557,55.31,0,2.772,535.5,C99,-1.52548014592645,528.02,0
REG-00268,09/03/2025 00:00,L-A,N,M01,5,795.85,C,88.065,psi,2.604,46.91,53.64,1883,40.81,0,2.795,483.73,A12,-0.1950882222613307,479.85,0
REG-00269,03-09-2025 06:00,linha a,M,M08,11,733.12,C,4.84,bar,2.277,41.27,69.74,1848,53.0,0,3.287,508.38,X00,0.19148979436821387,495.62,0
REG-00270,2025-03-09 12:00:00,linha_A,noite,M08,8,757.07,C,5.549,bar,2.643,45.13,62.2,3800,35.59,0,2.199,497.04,A12,-0.8185056976526855,"491,28",0
REG-00271,09/03/2025 18:00,,manha,M05,12,755.77,C,,bar,3.09,42.91,46.42,1650,32.95,3,2.002,492.23,C99,-0.11818030510973446,492.16,0
REG-00272,03-10-2025 00:00,linha_A,M,M02,9,,C,6.139,bar,3.441,35.69,63.46,2291,38.48,0,1.513,518.64,X00,-0.07148283664910232,"513,08",0
REG-00273,2025-03-10 06:00:00,linha_B,Tarde,M07,13,777.13,C,6.303,bar,,41.59,28.08,2302,76.84,1,1.642,609.77,X00,-0.055907894275819284,594.29,1
REG-00274,10/03/2025 12:00,B,TARDE,M02,9,777.42,C,5.476,bar,2.593,36.44,45.96,1431,53.4,2,1.744,499.02,X00,1.2346418697154549,499.71,0
REG-00275,03-10-2025 18:00,A,,M04,1,795.88,C,95.047,psi,2.015,41.51,,4279,39.49,0,2.057,539.84,C99,-1.3115578611847116,530.21,0
REG-00276,2025-03-11 00:00:00,linha a,Vespertino,M03,2,761.25,C,,bar,1.163,38.65,55.94,3630,25.68,1,2.438,454.92,X00,2.033802459185564,448.64,0
REG-00277,11/03/2025 06:00,?,Noturno,M01,12,1461.2,F,6.283,bar,2.961,43.72,52.57,4420,60.34,2,3.628,558.67,X00,-0.03283532019120811,"556,41",0
REG-00278,03-11-2025 12:00,C,TARDE,M07,1,729.41,C,4.732,bar,1.425,,53.3,3000,19.91,0,4.294,442.87,B07,0.5802112339524622,"438,63",0
REG-00279,2025-03-11 18:00:00,Linha C,T,M05,6,1387.25,F,5.665,bar,2.217,42.07,52.9,1536,23.4,2,1.628,497.63,C99,0.1278362665378552,502.66,0
REG-00280,12/03/2025 00:00,linha a,Vespertino,M03,1,738.13,C,,bar,2.012,44.58,55.27,1973,29.49,0,3.559,445.55,B07,-1.7260235717651908,438.1,0
REG-00281,03-12-2025 06:00,linha_A,manha,M05,5,736.0,C,73.292,psi,"2,399",46.08,61.48,2284,64.45,1,3.749,505.85,B07,-1.0565776549858756,509.13,1
REG-00282,2025-03-12 12:00:00,linha_A,T,M01,9,783.11,C,6.211,bar,2.333,38.56,56.79,4756,68.57,0,1.971,588.6,X00,-0.5242758796377893,571.45,0
REG-00283,12/03/2025 18:00,Linha A,Manhã,M04,3,1389.38,F,5.011,bar,1.952,42.08,51.59,1797,33.19,0,2.213,468.89,A12,0.9937198181169649,462.69,0
REG-00284,03-13-2025 00:00,L-B,Vespertino,M05,7,1436.46,F,6.017,bar,3.081,42.83,59.82,3710,35.31,1,3.266,511.78,A12,-1.3843211357497143,508.72,0
REG-00285,2025-03-13 06:00:00,linha a,M,M03,15,741.52,C,4.841,bar,"3,076",48.96,64.91,1315,33.32,0,2.522,519.98,A12,-0.8557374270410827,503.15,0
REG-00286,13/03/2025 12:00,L-A,Noturno,M07,2,1398.25,F,5.227,bar,1.825,35.33,48.33,4815,38.34,0,1.614,509.17,A12,0.1648508402782561,509.78,0
REG-00287,03-13-2025 18:00,L-A,tarde,M02,1,773.42,C,6.053,bar,-1,37.9,54.29,3515,38.14,0,1.356,505.32,C99,0.4728564477829363,503.75,0
REG-00288,2025-03-14 00:00:00,linha_B,NOITE,M02,5,1469.65,F,6.743,bar,2.122,54.62,68.94,2608,50.47,1,1.147,515.88,X00,0.442720876831501,522.67,0
REG-00289,14/03/2025 06:00,L-A,TARDE,M05,13,720.75,C,3.766,bar,2.456,40.77,,2252,61.53,1,3.218,540.68,X00,-0.9840051137237156,522.37,0
REG-00290,03-14-2025 12:00,linha_C,manha,M08,7,728.03,C,3.963,bar,3.045,33.49,76.66,2289,41.03,0,2.526,526.84,X00,-1.5979913601913418,504.29,0
REG-00291,2025-03-14 18:00:00,,N,M04,10,765.86,C,5.825,bar,2.452,39.38,38.93,1746,53.67,1,0.897,545.6,X00,0.5390596432130327,550.73,0
REG-00292,15/03/2025 00:00,L-C,tarde,M01,1,,C,73.117,psi,2.092,29.54,50.86,3319,27.79,1,2.293,476.17,B07,1.4331239415397288,475.57,0
REG-00293,03-15-2025 06:00,A,Noite,M08,12,770.26,C,5.914,bar,2.78,43.08,43.6,4437,55.84,1,0.906,594.7,X00,-0.34530161537568577,585.36,0
REG-00294,2025-03-15 12:00:00,linha c,tarde,M04,2,,C,84.09,psi,1.479,45.64,81.26,1813,31.31,0,2.211,477.04,B07,-1.1446864844840328,474.05,0
REG-00295,15/03/2025 18:00,linha c,,M02,11,750.51,C,4.771,bar,3.476,37.9,48.96,3942,53.71,0,2.755,560.9,C99,-0.4298803224648433,552.86,0
REG-00296,03-16-2025 00:00,linha c,N,M05,3,741.52,C,4.451,bar,2.337,39.88,48.99,3177,43.14,1,2.162,512.33,A12,0.3940625733847306,505.68,0
REG-00297,2025-03-16 06:00:00,linha c,tarde,M03,13,751.58,C,5.833,bar,3.284,46.16,50.55,4049,51.43,2,2.495,570.36,X00,-0.2331431567766334,558.72,0
REG-00298,16/03/2025 12:00,linha c,TARDE,M08,5,776.68,C,6.123,bar,2.493,34.12,140.0,4033,50.53,0,1.076,555.23,X00,1.4071936415148125,554.59,0
REG-00299,03-16-2025 18:00,B,,M03,3,772.82,C,5.738,bar,1.76,,51.06,964,19.76,0,2.299,466.24,C99,0.9249707194042877,457.83,0
REG-00300,2025-03-17 00:00:00,linha c,noite,M05,6,749.87,C,70.622,psi,2.276,40.97,53.41,889,29.42,2,2.401,504.78,A12,0.18433806620425153,506.12,0
REG-00301,17/03/2025 06:00,linha a,noite,M05,1,766.3,C,5.51,bar,1.332,38.61,18.0,4643,32.96,1,1.849,527.93,B07,-1.954322899629362,523.38,0
