registro_id,maquina,idade_maquina_anos,vibracao_motor_mm_s,velocidade_esteira_m_min,umidade_pct,tamanho_lote,tempo_setup_min,paradas_nao_planejadas,taxa_defeitos_pct,energia_sensor_b_kwh,codigo_campanha,ruido_aleatorio,consumo_energia_kwh,falha_24h,data_registro_pad,temperatura_c,pressao_bar,linha_producao_pad,turno_pad
REG-00156,M02,2,2.118,35.43,58.57,4079.0,61.39,0,3.319,544.86,A12,-1.5988328731673391,543.58,0,2025-02-09 00:00:00,778.21,5.573160137343317,A,tarde
REG-00157,M03,10,2.931,44.07,73.03,822.0,56.63,1,2.32,513.46,X00,-1.056251661934343,514.75,0,2025-02-09 06:00:00,751.21,4.817,B,tarde
REG-00158,M08,12,3.096,37.42,57.46,3303.0,40.41,0,0.831,494.68,A12,1.2976668586049531,490.43,0,2025-09-02 12:00:00,756.5,5.031,B,noite
REG-00159,M08,5,2.526,39.35,35.4,2478.0,24.2,1,2.323,480.77,C99,1.0444578738347208,479.15,0,2025-02-09 18:00:00,778.52,5.9,C,manha
REG-00160,M04,4,2.945,51.73,57.44,1197.0,46.6,2,3.326,523.78,B07,1.1513222997781043,504.71,0,2025-02-10 00:00:00,749.15,5.502,A,tarde
REG-00161,M05,4,2.526,40.86,79.53,4513.0,39.13,2,1.919,509.7,A12,-1.4489882835384054,512.27,0,2025-10-02 06:00:00,767.0,5.912312635309368,C,tarde
REG-00162,M08,4,2.943,38.67,39.55,3916.0,22.65,0,1.383,487.15,B07,-1.051056158201663,492.08,0,2025-02-10 12:00:00,755.6333333333334,5.552,A,tarde
REG-00163,M02,2,1.108,47.19,55.36,4243.0,42.54,0,1.106,508.33,A12,0.3398725688311318,512.27,0,2025-02-10 18:00:00,756.43,5.008,A,manha
REG-00164,M08,4,1.654,37.74,52.28,4733.0,36.57,0,1.194,518.02,B07,0.7153174901793481,511.21,0,2025-11-02 00:00:00,774.6,5.749,A,tarde
REG-00165,M01,10,12.372503638617864,39.99,54.67554680664917,4630.0,53.37,1,3.144,571.18,X00,-0.7995136850986247,564.49,1,2025-02-11 06:00:00,778.11,6.138,A,tarde
REG-00166,M02,5,2.526,47.62,57.33,3742.0,46.3,0,2.134,549.95,C99,-0.5789213825439219,537.42,0,2025-02-11 12:00:00,745.46,4.844,C,manha
REG-00167,M03,12,2.564,42.19,68.68,3041.0,42.1,0,1.404,481.28,X00,-1.1313476460586354,473.09,0,2025-11-02 18:00:00,734.93,4.65,C,manha
REG-00168,M01,13,2.707,34.97,56.02,3727.0,58.19,0,2.868,527.48,C99,1.658245290581541,520.06,0,2025-02-12 00:00:00,736.1,4.937395716984515,A,manha
REG-00169,M07,12,2.442,44.45,70.33,2684.0,43.43,0,1.745,475.55,X00,-0.4749557990535166,479.6,0,2025-02-12 06:00:00,760.82,5.403,C,tarde
REG-00170,M07,9,3.02,40.22,53.59,1561.0,40.61,0,2.518,446.25,A12,0.0312923036127648,452.8,0,2025-12-02 12:00:00,733.17,4.774,A,manha
REG-00171,M04,5,2.47,48.93,50.8,2420.0,34.61,1,1.735,496.88,A12,0.0836446022226273,495.06,1,2025-02-12 18:00:00,788.69,6.918,B,manha
REG-00172,M07,14,4.135,39.27,54.67554680664917,2761.0,65.37,0,3.202,555.14,B07,1.1056204534738094,512.27,1,2025-02-13 00:00:00,815.28,7.098,A,tarde
REG-00173,M07,4,1.711,46.73,33.19,994.0,36.43,0,2.621,486.61,C99,-0.9524665646324092,477.3,0,2025-02-13 06:00:00,775.3,6.372,C,noite
REG-00174,M07,7,2.508,49.99,58.31,4359.0,229.78289955402167,1,2.179,567.5,X00,1.1682608342261538,573.29,0,2025-02-13 12:00:00,775.93,6.174,A,manha
REG-00175,M07,7,1.83,38.17,79.65,4619.0,64.8,3,2.599,569.87,A12,-1.278720715621691,564.97,0,2025-02-13 18:00:00,753.46,4.790261862408473,A,manha
REG-00176,M05,12,2.909,41.13,60.5,2563.0,40.54,1,2.45,537.93,A12,1.1657202577777237,531.34,0,2025-02-14 00:00:00,751.0999999999999,4.847,B,tarde
REG-00177,M01,9,2.437,43.75,63.24,2883.0,10.75,1,3.172,482.34,X00,-1.7152995851047468,475.52,0,2025-02-14 06:00:00,727.2,4.224,C,noite
REG-00178,M08,12,3.269,38.14,50.04,4332.0,61.93,1,2.108,563.95,C99,-0.1045556518681046,552.47,1,2025-02-14 12:00:00,779.0888888888888,5.774,C,tarde
REG-00179,M05,14,3.778,43.22,52.07,2711.0,47.7,0,2.13,549.04,B07,1.6254372217028938,543.5,0,2025-02-14 18:00:00,771.78,5.82192253064714,B,tarde
REG-00180,M08,6,2.726,40.99,66.82,3690.0,31.81,0,3.166,502.39,A12,0.6972561082456549,500.23,0,2025-02-15 00:00:00,764.6800000000001,5.218,A,manha
REG-00181,M08,14,2.941,40.9,79.1,2963.0,44.74,2,3.79,544.24,C99,0.4212422886412489,512.27,1,2025-02-15 06:00:00,740.02,5.339841972448599,C,manha
REG-00182,M02,3,2.339,42.22,72.86,1938.0,33.62,0,0.71,486.83,X00,-1.0484151416241725,482.16,0,2025-02-15 12:00:00,764.6800000000001,5.814,B,tarde
REG-00183,M04,14,3.3,42.32,64.66,4135.0,67.37,1,2.653,583.72,A12,-0.7348012441683575,563.91,0,2025-02-15 18:00:00,740.9166666666666,4.771577103931384,A,noite
REG-00184,M02,3,1.744,42.74,55.42,1609.0,40.52,0,2.609,480.57,A12,1.3443958210311588,476.03,0,2025-02-16 00:00:00,750.09,4.474,C,noite
REG-00185,M01,13,2.871,39.31,57.52,1742.0,66.0,0,3.255,528.2,X00,0.4723394912569809,520.52,0,2025-02-16 06:00:00,756.95,5.433,B,manha
REG-00186,M08,6,2.526,39.5,45.96,3703.0,48.13,1,3.404,525.47,X00,0.8902492470005642,518.79,0,2025-02-16 12:00:00,749.66,5.648018277715403,A,noite
REG-00187,M08,15,4.234,41.47,37.62,3781.0,49.29,3,2.873,534.84,A12,0.0737938124807409,525.11,0,2025-02-16 18:00:00,740.938888888889,4.992,A,manha
REG-00188,M08,2,1.898,41.8,41.48,4808.0,32.72,0,3.282,541.24,C99,-0.2817314840134854,536.55,0,2025-02-17 00:00:00,790.4,7.149,B,noite
REG-00189,M08,7,2.489,40.03,55.6,3785.0,50.14,1,2.157,536.83,X00,0.7666616304754316,528.14,0,2025-02-17 06:00:00,750.82,5.659,A,manha
REG-00190,M06,14,3.202,43.46,51.5,903.0,61.65,1,3.248,549.53,A12,0.2593530344559697,529.35,0,2025-02-17 12:00:00,747.7833333333333,5.408375736014009,C,noite
REG-00191,M05,1,2.731,33.83,37.37,4368.0,48.16,0,2.455,560.83,A12,-0.1699600010880435,544.27,0,2025-02-17 18:00:00,773.75,5.576,A,noite
REG-00192,M08,4,2.607,38.71,54.55,2538.0,36.66,0,1.1,490.55,A12,-1.4140070565414014,474.98,0,2025-02-18 00:00:00,752.44,5.094,A,manha
REG-00193,M05,2,1.436,40.74,51.18,836.0,39.5,0,2.83,467.45,X00,0.9539082973195758,471.11,0,2025-02-18 06:00:00,737.99,4.807,C,manha
REG-00194,M06,5,2.027,38.15,40.93,3231.0,48.01,1,2.55,528.06,X00,0.4400263116393839,529.56,0,2025-02-18 12:00:00,771.47,5.573,A,noite
REG-00195,M02,6,2.184,49.33,50.56,1515.0,37.59,0,1.557,485.33,A12,-0.6062620491478531,476.44,0,2025-02-18 18:00:00,767.03,5.886,A,manha
REG-00196,M06,10,2.866,42.08,51.15,2547.0,33.38,0,2.123,503.16,A12,1.179252734128051,489.65,0,2025-02-19 00:00:00,783.35,6.325,B,tarde
REG-00197,M07,4,1.704,42.8,47.6,2778.0,30.12,0,0.839,510.08,C99,0.2438124990666245,512.27,0,2025-02-19 06:00:00,752.45,4.893,C,noite
REG-00198,M06,3,2.087,39.83,66.12,1111.0,35.71,0,2.366,445.64,X00,0.2633988390950769,512.27,0,2025-02-19 12:00:00,753.93,5.737,A,tarde
REG-00199,M04,3,2.543,41.93,32.17,4372.0,46.55,1,2.222,550.83,X00,0.8838955762448353,531.71,0,2025-02-19 18:00:00,752.51,5.311021939078035,A,manha
REG-00200,M02,15,2.859,36.53,31.17,2943.0,68.11,1,1.295,538.32,A12,0.6687066203052989,524.96,0,2025-02-20 00:00:00,769.84,5.19,C,tarde
REG-00201,M01,15,2.526,41.24,55.04,4853.0,36.73,0,1.947,552.72,B07,0.293674479130845,536.21,0,2025-02-20 06:00:00,764.6800000000001,5.212,C,manha
REG-00202,M06,4,1.803,37.78,56.15,2752.0,32.63,0,2.455,480.0,A12,-0.1885850535449969,476.38,0,2025-02-20 12:00:00,789.2,6.474,B,noite
REG-00203,M06,3,1.693,40.75,59.85,3298.0,34.31,1,1.402,496.95,A12,1.9836641542345288,493.71,0,2025-02-20 18:00:00,760.06,5.842,A,manha
REG-00204,M07,1,2.529,30.48,48.53,4211.0,45.74,1,1.955,539.52,C99,-0.7338008208640142,524.07,0,2025-02-21 00:00:00,755.83,5.256829244749651,A,manha
REG-00205,M08,15,3.901,36.92,43.98,1690.0,46.66,4,1.432,564.69,B07,0.74597183899408,558.41,1,2025-02-21 06:00:00,767.5333333333333,6.016,A,manha
REG-00206,M04,11,3.355,48.59,54.91,4617.0,43.04,5,3.923,585.42,C99,-0.0838591663723268,581.58,0,2025-02-21 12:00:00,779.83,6.16,A,noite
REG-00207,M07,12,2.941,45.74,49.7,1575.0,32.46,3,2.91,468.46,B07,0.454713627463171,468.74,0,2025-02-21 18:00:00,789.4,5.922,B,manha
REG-00208,M06,5,2.021,47.94,54.67554680664917,4982.0,46.8,0,0.864,544.74,C99,1.233423318370273,540.72,0,2025-02-22 00:00:00,761.19,5.040265309780884,A,noite
REG-00209,M03,10,2.147,48.24,51.11,3485.0,45.06,0,1.212,495.36,C99,-0.3115784269687918,481.14,1,2025-02-22 06:00:00,805.97,7.272,B,noite
REG-00210,M07,1,1.982,45.03,54.36,2978.0,28.35,0,2.924,502.57,A12,0.6018363421336642,507.04,0,2025-02-22 12:00:00,785.11,6.672,B,noite
REG-00211,M01,11,3.151,39.96,84.71,1682.0,45.09,3,3.482,591.21,A12,0.2655572805097727,577.51,0,2025-02-22 18:00:00,792.38,6.584481308346778,B,noite
REG-00212,M05,9,3.249,37.33,52.66,3190.0,59.32,1,2.19,551.19,B07,-0.6413014942783173,548.63,0,2025-02-23 00:00:00,768.08,6.266,A,noite
REG-00213,M08,5,2.055,47.16,61.67,3122.0,28.94,2,2.679,543.94,A12,1.258098998719208,537.56,0,2025-02-23 06:00:00,755.4444444444445,5.733,C,noite
REG-00214,M06,11,2.866,42.29,62.76,4931.0,38.1,2,2.68,561.99,A12,0.7111877956738906,554.84,1,2025-02-23 12:00:00,759.76,5.732,B,manha
REG-00215,M08,10,2.877,53.22,63.78,4306.0,62.03,1,2.916,616.88,B07,-0.4345499315116685,609.5,0,2025-02-23 18:00:00,793.62,6.189757167087246,B,noite
REG-00216,M01,7,2.811,40.36,58.47,2828.0,44.31,0,3.35,522.73,B07,1.1035937772380795,517.27,1,2025-02-24 00:00:00,819.22,7.882,A,tarde
REG-00217,M05,3,1.228,50.88,57.33,2437.0,46.64,0,1.339,441.68,B07,-0.8314196500730329,438.65,0,2025-02-24 06:00:00,764.6800000000001,5.72532715564197,A,tarde
REG-00218,M07,1,1.961,41.29,56.2,2425.0,41.02,0,2.24,483.6,A12,-0.0289342628851325,480.96,0,2025-02-24 12:00:00,752.2777777777778,5.133,C,noite
REG-00219,M06,15,3.441,48.01,48.09,2389.0,52.58,0,3.224,565.42,A12,-0.4292238345561155,546.66,0,2025-02-24 18:00:00,754.97,5.115142238585749,A,noite
REG-00220,M08,5,1.674,49.64,54.67554680664917,857.0,36.82,1,1.925,486.45,X00,0.7513119890199909,479.06,0,2025-02-25 00:00:00,754.2166666666667,5.416,A,noite
REG-00221,M04,5,1.212,37.4,79.34,951.0,50.98,0,4.242,483.28,C99,-0.4796833555331328,477.13,0,2025-02-25 06:00:00,813.8,6.5291165073980615,B,tarde
REG-00222,M06,11,2.526,39.82,54.67554680664917,3955.0,62.15,1,2.347,576.12,B07,0.758483116961044,572.68,0,2025-02-25 12:00:00,773.89,6.161,B,tarde
REG-00223,M04,4,2.671,37.35,58.65,1867.0,52.81,1,2.572,532.99,A12,0.5944601425890348,528.33,0,2025-02-25 18:00:00,747.47,4.79,C,tarde
REG-00224,M07,6,3.034,36.47,65.27,2527.0,27.97,0,4.303,470.49,B07,-0.3752491474131725,468.59,0,2025-02-26 00:00:00,739.43,5.012,A,tarde
REG-00225,M01,11,3.09,45.0,44.57,3732.0,63.86,4,4.177,668.1,X00,1.8297175914563024,652.19,0,2025-02-26 06:00:00,742.3611111111111,4.788331333857334,C,tarde
REG-00226,M03,9,3.553,41.12,51.87,3351.0,41.5,1,4.664,502.86,X00,-0.7452346497234653,501.37,0,2025-02-26 12:00:00,724.25,4.335,A,manha
REG-00228,M06,1,2.059,44.5,72.85,3960.0,34.17,1,5.478,564.86,A12,0.8560991366686891,512.27,0,2025-02-27 00:00:00,831.39,7.585,B,manha
REG-00229,M02,7,2.207,33.64,45.75,1464.0,53.37,0,1.568,484.73,B07,-2.14940794078746,479.77,0,2025-02-27 06:00:00,761.4,6.203,A,tarde
REG-00230,M03,8,2.308,47.79,49.2,2785.0,51.09,0,2.461,494.76,A12,1.4918168263306393,492.07,0,2025-02-27 12:00:00,733.0,5.175,A,noite
REG-00231,M07,10,2.526,40.43,81.18,1244.0,43.94,1,0.781,537.14,X00,0.1017538765263665,522.02,0,2025-02-27 18:00:00,784.2,6.35,A,tarde
REG-00232,M03,3,2.526,44.4,54.67554680664917,3032.0,48.65,0,2.956,477.02,A12,-1.426985074805238,512.27,0,2025-02-28 00:00:00,729.9166666666666,4.589,C,manha
REG-00233,M02,3,2.469,41.85249999999999,76.88,1199.0,40.28,0,1.84,512.39,C99,-0.9484645024773716,492.39,0,2025-02-28 06:00:00,796.39,6.88709165873771,B,manha
REG-00234,M01,12,2.771,48.17,57.48,4754.0,42.52,1,2.967,517.39,B07,-1.6340886755150137,501.43,0,2025-02-28 12:00:00,764.6800000000001,5.233180269998207,C,manha
REG-00235,M02,11,2.569,41.53,57.95,3568.0,39.7,1,1.724,528.18,C99,0.3828829527035425,525.33,0,2025-02-28 18:00:00,739.63,4.598,C,noite
REG-00236,M08,13,2.659,32.44,51.33,1830.0,55.52,0,2.993,516.2,X00,-1.326914170992258,512.13,0,2025-01-03 00:00:00,769.7944444444445,5.767,B,manha
REG-00237,M05,5,2.058,41.85249999999999,66.31,3373.0,40.01,0,2.049,509.53,B07,0.5020890306959483,498.02,0,2025-03-01 06:00:00,769.64,5.152,C,tarde
REG-00239,M02,5,3.092,37.35,42.58,2977.0,51.17,0,1.416,512.29,C99,-0.4753641402120941,509.72,0,2025-01-03 18:00:00,754.06,6.045,A,noite
REG-00240,M03,10,2.053,42.66,50.77,1502.0,41.24,0,3.48,447.05,C99,0.5093459668615934,453.19,0,2025-03-02 00:00:00,739.4222222222222,4.911,C,manha
REG-00241,M02,3,1.73,40.38,65.98,2901.0,57.71,1,1.929,529.85,A12,0.6235113296280919,505.36,0,2025-03-02 06:00:00,720.11,3.559,C,manha
REG-00242,M04,14,2.855,35.96,53.45,1248.0,34.96,0,1.894,472.66,A12,1.1458028720454552,512.27,0,2025-02-03 12:00:00,762.1444444444444,5.778,A,manha
REG-00243,M05,5,2.595,45.02,49.08,1443.0,38.83,0,1.943,521.16,C99,-0.6337783362306186,512.23,0,2025-03-02 18:00:00,740.84,4.608723231153214,B,manha
REG-00244,M07,13,3.319,39.46,67.11,3252.0,42.2,0,1.531,539.64,C99,-0.0298094626609303,530.28,0,2025-03-03 00:00:00,765.01,5.418,B,manha
REG-00245,M03,5,1.864,40.17,54.67554680664917,2902.0,29.29,0,1.302,471.54,A12,-0.6353271325314106,459.68,0,2025-03-03 06:00:00,764.6800000000001,6.009390642452323,C,tarde
REG-00246,M07,12,2.526,39.92,49.6,2033.0,43.56,0,1.86,560.63,C99,0.1629874755467944,546.51,0,2025-03-03 12:00:00,786.45,6.383,B,noite
REG-00247,M06,7,2.195,47.56,57.55,1051.0,64.65,0,1.095,487.17,B07,-0.7782896852701315,496.42,0,2025-03-03 18:00:00,778.63,5.888,A,tarde
REG-00248,M03,1,2.356,41.82,40.5,2578.0,37.92,0,1.254,493.22,A12,-0.4240967305005177,488.7,0,2025-04-03 00:00:00,766.83,5.477530026613715,A,tarde
REG-00249,M08,3,2.136,42.36,44.25,4688.0,29.1,2,2.838,569.6,C99,-0.4190005097710624,564.77,1,2025-03-04 06:00:00,794.0555555555555,6.566,B,manha
REG-00250,M04,11,3.231,40.02,56.49,3773.0,26.26,0,3.764,469.5,C99,0.293360944027211,463.83,0,2025-03-04 12:00:00,797.64,6.486,B,noite
REG-00251,M02,3,0.69,44.08,55.38,1043.0,17.94,1,1.861,444.91,A12,0.0029549672345782,432.26,0,2025-04-03 18:00:00,764.03,5.233,C,tarde
REG-00252,M08,5,2.12,48.07,43.4,4739.0,34.56,0,3.461,506.44,C99,0.5063016057687203,513.07,0,2025-03-05 00:00:00,797.7,6.514,B,noite
REG-00253,M08,9,3.607,44.92,46.41,2578.0,38.2,1,1.453,518.16,A12,-0.1069965821459184,521.14,0,2025-03-05 06:00:00,776.51,6.114,A,noite
REG-00254,M01,4,2.526,45.09,42.22,3218.0,37.11,0,1.418,507.18,C99,-0.5797526668094674,505.05,0,2025-05-03 12:00:00,760.088888888889,5.44,A,tarde
REG-00255,M08,2,0.929,44.73,60.46,802.0,10.13,1,2.684,424.38,X00,0.191282897257473,416.89,0,2025-03-05 18:00:00,748.811111111111,4.67,B,manha
REG-00256,M08,10,2.659,35.79,31.39,2102.0,45.9,1,2.432,517.25,X00,-0.9171839433908378,503.05,0,2025-03-06 00:00:00,750.57,5.563,C,manha
REG-00257,M07,11,2.389,38.06,42.86,4101.0,60.53,0,1.346,587.41,B07,0.5691578157793534,565.87,0,2025-06-03 06:00:00,777.83,5.076324825218219,A,tarde
REG-00258,M03,11,3.7,41.08,32.64,2188.0,67.67,1,3.395,566.01,B07,-0.2854651879648414,559.9,0,2025-03-06 12:00:00,782.63,5.648018277715403,A,noite
REG-00259,M06,15,3.56,38.73,60.03,1497.0,30.27,0,1.718,485.05,A12,0.204519409699535,471.34,0,2025-03-06 18:00:00,769.15,5.557302224244681,B,tarde
REG-00260,M05,2,1.414,37.21,33.37,1180.0,27.78,0,1.597,456.38,X00,0.2200240049452617,444.04,0,2025-07-03 00:00:00,746.68,5.648018277715403,A,noite
REG-00261,M05,7,2.425,41.85249999999999,55.38,4684.0,33.15,2,2.106,596.47,B07,1.6015454843855397,583.39,0,2025-03-07 06:00:00,764.28,5.825,C,tarde
REG-00262,M05,4,0.847,35.94,74.67,4214.0,41.55,1,2.019,531.53,X00,0.3815837015627794,523.87,0,2025-03-07 12:00:00,753.7166666666667,5.705952922682331,A,manha
REG-00263,M06,14,2.526,40.85,75.08,984.0,37.16,1,2.931,456.36,X00,0.073218953069772,452.76,0,2025-07-03 18:00:00,721.06,4.082,A,manha
REG-00265,M06,2,2.141,38.43,58.58,4247.0,37.92,0,1.988,466.57,C99,0.8023851549305044,468.59,0,2025-03-08 06:00:00,729.66,4.658,A,noite
REG-00266,M05,11,2.056,42.36,43.13,2311.0,46.72,3,2.073,528.78,B07,-0.2702055204125217,518.23,0,2025-08-03 12:00:00,750.99,4.631,A,tarde
REG-00267,M01,1,1.458,40.05,40.68,3557.0,55.31,0,2.772,535.5,C99,-1.52548014592645,528.02,0,2025-03-08 18:00:00,779.33,6.745,A,manha
REG-00268,M01,5,2.604,46.91,53.64,1883.0,40.81,0,2.795,483.73,A12,-0.1950882222613307,479.85,0,2025-03-09 00:00:00,795.85,6.071857030571298,A,noite
REG-00269,M08,11,2.277,41.27,69.74,1848.0,53.0,0,3.287,508.38,X00,0.1914897943682138,495.62,0,2025-09-03 06:00:00,733.12,4.84,A,manha
REG-00270,M08,8,2.643,45.13,62.2,3800.0,35.59,0,2.199,497.04,A12,-0.8185056976526855,512.27,0,2025-03-09 12:00:00,757.07,5.549,A,noite
REG-00271,M05,12,3.09,42.91,46.42,1650.0,32.95,3,2.002,492.23,C99,-0.1181803051097344,492.16,0,2025-03-09 18:00:00,755.77,5.648018277715403,A,manha
REG-00272,M02,9,3.441,35.69,63.46,2291.0,38.48,0,1.513,518.64,X00,-0.0714828366491023,512.27,0,2025-10-03 00:00:00,764.6800000000001,6.139,A,manha
REG-00273,M07,13,2.526,41.59,28.08,2302.0,76.84,1,1.642,609.77,X00,-0.0559078942758192,594.29,1,2025-03-10 06:00:00,777.13,6.303,B,tarde
REG-00274,M02,9,2.593,36.44,45.96,1431.0,53.4,2,1.744,499.02,X00,1.2346418697154549,499.71,0,2025-03-10 12:00:00,777.42,5.476,B,tarde
REG-00275,M04,1,2.015,41.51,54.67554680664917,4279.0,39.49,0,2.057,539.84,C99,-1.3115578611847116,530.21,0,2025-10-03 18:00:00,795.88,6.55324811428729,A,manha
REG-00276,M03,2,1.163,38.65,55.94,3630.0,25.68,1,2.438,454.92,X00,2.033802459185564,448.64,0,2025-03-11 00:00:00,761.25,5.648018277715403,A,tarde
REG-00277,M01,12,2.961,43.72,52.57,4420.0,60.34,2,3.628,558.67,X00,-0.0328353201912081,512.27,0,2025-03-11 06:00:00,794.0,6.283,A,noite
REG-00278,M07,1,1.425,41.85249999999999,53.3,3000.0,19.91,0,4.294,442.87,B07,0.5802112339524622,512.27,0,2025-11-03 12:00:00,729.41,4.732,C,tarde
REG-00279,M05,6,2.217,42.07,52.9,1536.0,23.4,2,1.628,497.63,C99,0.1278362665378552,502.66,0,2025-03-11 18:00:00,752.9166666666666,5.665,C,tarde
REG-00280,M03,1,2.012,44.58,55.27,1973.0,29.49,0,3.559,445.55,B07,-1.7260235717651908,438.1,0,2025-03-12 00:00:00,738.13,5.648018277715403,A,tarde
REG-00281,M05,5,2.526,46.08,61.48,2284.0,64.45,1,3.749,505.85,B07,-1.0565776549858756,509.13,1,2025-12-03 06:00:00,736.0,5.053296377501069,A,manha
REG-00282,M01,9,2.333,38.56,56.79,4756.0,68.57,0,1.971,588.6,X00,-0.5242758796377893,571.45,0,2025-03-12 12:00:00,783.11,6.211,A,tarde
REG-00283,M04,3,1.952,42.08,51.59,1797.0,33.19,0,2.213,468.89,A12,0.9937198181169647,462.69,0,2025-03-12 18:00:00,754.1,5.011,A,manha
REG-00284,M05,7,3.081,42.83,59.82,3710.0,35.31,1,3.266,511.78,A12,-1.3843211357497145,508.72,0,2025-03-13 00:00:00,780.2555555555556,6.017,B,tarde
REG-00285,M03,15,2.526,48.96,64.91,1315.0,33.32,0,2.522,519.98,A12,-0.8557374270410827,503.15,0,2025-03-13 06:00:00,741.52,4.841,A,manha
REG-00286,M07,2,1.825,35.33,48.33,4815.0,38.34,0,1.614,509.17,A12,0.1648508402782561,509.78,0,2025-03-13 12:00:00,759.0277777777778,5.227,A,noite
REG-00287,M02,1,2.526,37.9,54.29,3515.0,38.14,0,1.356,505.32,C99,0.4728564477829363,503.75,0,2025-03-13 18:00:00,773.42,6.053,A,tarde
REG-00288,M02,5,2.122,54.62,68.94,2608.0,50.47,1,1.147,515.88,X00,0.442720876831501,522.67,0,2025-03-14 00:00:00,798.6944444444445,6.743,B,noite
REG-00289,M05,13,2.456,40.77,54.67554680664917,2252.0,61.53,1,3.218,540.68,X00,-0.9840051137237156,522.37,0,2025-03-14 06:00:00,720.75,3.766,A,tarde
REG-00290,M08,7,3.045,33.49,76.66,2289.0,41.03,0,2.526,526.84,X00,-1.5979913601913418,504.29,0,2025-03-14 12:00:00,728.03,3.963,C,manha
REG-00291,M04,10,2.452,39.38,38.93,1746.0,53.67,1,0.897,545.6,X00,0.5390596432130327,550.73,0,2025-03-14 18:00:00,765.86,5.825,A,noite
REG-00292,M01,1,2.092,29.54,50.86,3319.0,27.79,1,2.293,476.17,B07,1.4331239415397288,475.57,0,2025-03-15 00:00:00,764.6800000000001,5.0412305740564545,C,tarde
REG-00293,M08,12,2.78,43.08,43.6,4437.0,55.84,1,0.906,594.7,X00,-0.3453016153756857,585.36,0,2025-03-15 06:00:00,770.26,5.914,A,noite
REG-00294,M04,2,1.479,45.64,81.26,1813.0,31.31,0,2.211,477.04,B07,-1.1446864844840328,474.05,0,2025-03-15 12:00:00,764.6800000000001,5.797790923757912,C,tarde
REG-00295,M02,11,3.476,37.9,48.96,3942.0,53.71,0,2.755,560.9,C99,-0.4298803224648433,552.86,0,2025-03-15 18:00:00,750.51,4.771,C,manha
REG-00296,M05,3,2.337,39.88,48.99,3177.0,43.14,1,2.162,512.33,A12,0.3940625733847306,505.68,0,2025-03-16 00:00:00,741.52,4.451,C,noite
REG-00297,M03,13,3.284,46.16,50.55,4049.0,51.43,2,2.495,570.36,X00,-0.2331431567766334,558.72,0,2025-03-16 06:00:00,751.58,5.833,C,tarde
REG-00298,M08,5,2.493,34.12,54.67554680664917,4033.0,50.53,0,1.076,555.23,X00,1.4071936415148123,554.59,0,2025-03-16 12:00:00,776.68,6.123,C,tarde
REG-00299,M03,3,1.76,41.85249999999999,51.06,964.0,19.76,0,2.299,466.24,C99,0.9249707194042875,457.83,0,2025-03-16 18:00:00,772.82,5.738,B,manha
REG-00300,M05,6,2.276,40.97,53.41,889.0,29.42,2,2.401,504.78,A12,0.1843380662042515,506.12,0,2025-03-17 00:00:00,749.87,4.869206690660379,C,noite
REG-00301,M05,1,1.332,38.61,18.0,4643.0,32.96,1,1.849,527.93,B07,-1.954322899629362,523.38,0,2025-03-17 06:00:00,766.3,5.51,A,noite
REG-00302,M02,3,2.297,40.68,55.69,1452.0,21.28,0,3.569,453.75,C99,-0.6922636288411202,460.73,0,2025-03-17 12:00:00,814.0888888888888,6.706,B,tarde
REG-00303,M04,9,2.358,36.31,55.21,3213.0,40.92,2,1.836,487.67,B07,-0.5480223263456659,483.65,0,2025-03-17 18:00:00,780.5944444444444,6.427005336532495,B,tarde
REG-00304,M01,5,2.818,42.96,67.46,3962.0,36.5,2,0.924,505.82,C99,-0.7466159816479937,502.86,0,2025-03-18 00:00:00,768.26,5.476,C,noite
REG-00305,M06,6,2.138,41.33,70.71,2915.0,57.92,1,3.801,558.77,B07,0.1908212718649249,543.07,0,2025-03-18 06:00:00,808.18,7.328,B,tarde
REG-00306,M07,13,3.199,44.47,52.75,825.0,52.31,0,2.386,468.78,X00,0.2114420810352299,462.32,0,2025-03-18 12:00:00,761.85,5.415,A,noite
REG-00307,M08,2,2.101,42.9,64.79,844.0,49.75,0,1.727,507.85,A12,-1.6740748681552189,499.38,0,2025-03-18 18:00:00,782.21,5.801,A,tarde
REG-00308,M03,6,2.526,42.93,41.78,3612.0,45.82,0,2.344,486.52,B07,0.8045980620611511,512.27,0,2025-03-19 00:00:00,749.0777777777778,5.023,A,manha
REG-00309,M03,3,1.756,35.49,64.21,4570.0,32.17,0,2.612,477.94,A12,0.016123706326332,512.27,0,2025-03-19 06:00:00,758.4,4.533,A,noite
REG-00310,M05,8,2.526,44.22,48.13,2242.0,46.2,0,3.126,485.78,C99,0.3576414135086109,494.34,0,2025-03-19 12:00:00,788.38,6.309036252568292,B,manha
REG-00311,M06,5,2.552,40.51,40.78,3084.0,49.75,0,1.331,543.87,B07,0.7448263348685243,538.34,0,2025-03-19 18:00:00,759.16,5.415,A,manha
REG-00312,M08,1,1.332,41.25,52.77,4721.0,50.52,0,0.711,532.25,B07,-0.7669697193401658,522.19,0,2025-03-20 00:00:00,772.24,6.156,A,tarde
REG-00313,M01,2,1.703,46.72,71.81,4265.0,35.81,0,1.357,510.44,A12,1.2589056893158197,504.75,0,2025-03-20 06:00:00,742.75,4.322,A,noite
